heart_rate_bpm,snr_db,prv_std_ms,spectral_entropy,mad,signal_quality_index,cheek_forehead_correlation,left_right_cheek_correlation,hr_half_diff,peak_prominence,systolic_peak_width,diastolic_notch_ratio,forehead_cheek_phase_lag,signal_to_motion_ratio,peak_amplitude_variability,pulse_transit_time_proxy,hr_window_std,sqi_window_std,entropy_window_std,max_hr_deviation_bpm,label,video_path,source
120.0,-5.563237221713767,128.60091152260333,0.8923748603918245,0.7573870847359956,0.5854684392225186,0.02596386456235343,0.2055597139785794,15.0,2.872398106162634,192.45076185253674,1.7455236904601408,500.0,16.459487978252138,0.9382785921142517,533.3333333333334,27.42857142857143,0.03742762985834443,0.05916034010585159,51.42857142857142,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id0_0003.mp4,FF++/test/FF-real
60.0,-0.4182686037308852,134.53595370571458,0.799547070586217,0.7733963093495343,0.6767568184704003,0.2747876898269792,0.41839499517744,33.96226415094338,4.860171561922014,195.27985636956515,1.8900357360670044,1633.3333333333333,22.120707571713186,0.8233970579957572,3266.6666666666665,42.7617987059879,0.02819670341021608,0.09021760686398769,85.71428571428571,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id10_0005.mp4,FF++/test/FF-real
136.04651162790697,2.146346535723699,156.4059139462296,0.7666874663848733,0.7144472452148645,0.6356394975012972,0.4237247301763502,0.6450092639485708,0.0,4.8830219100467005,216.96631255630678,2.770112498008538,100.0,12.366847923305269,0.7339835336886616,166.66666666666666,0.0,0.014601592095493221,0.07139729514329107,0.0,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id10_0006.mp4,FF++/test/FF-real
60.0,-0.7779088664125494,100.34234951217827,0.8424917762523169,0.7921583749991629,0.6202475831599099,0.30602759826660403,-0.03988765160777811,10.112359550561791,3.6198524717318956,195.89577903746874,1.8456374196966168,2400.0,21.81570461625565,0.6787034516309941,4800.0,18.971783932938287,0.033180782025204164,0.040976155938023374,25.352112676056336,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id11_0002.mp4,FF++/test/FF-real
105.0,-0.27907159586342345,98.65723144995658,0.8511497912425714,0.8101324063471027,0.6729538575664586,-0.06537478439654687,0.11828116143182772,0.0,3.6910090664250044,214.43213888070812,1.6823981877500291,2833.333333333333,27.851702628457737,0.8034931079707337,4033.333333333333,53.84681707062022,0.0544684017131416,0.10208875966422555,116.12903225806453,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id11_0003.mp4,FF++/test/FF-real
112.5,-2.242412179032696,125.22825970311521,0.8004707141161198,0.7495987213255862,0.6708525820548042,0.013661797125966393,0.5280364553181172,53.25443786982248,5.299265162993762,166.61868512346132,5.201496121234012,1233.3333333333335,15.793073786801418,1.2142277159550903,900.0,27.397716789453774,0.03117094587794207,0.08818003435658962,53.73134328358209,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id12_0004.mp4,FF++/test/FF-real
52.5,-0.023793772821041462,112.61734620681962,0.8217694364295192,0.6783467108095523,0.6714240003715831,0.21937772826618576,0.46354625051140197,43.373493975903614,4.811608691895743,185.04562985154774,1.268581084962275,1783.3333333333333,11.63762255174914,0.761813498773342,800.0,32.72727272727273,0.036832646001785124,0.10650415060091359,54.54545454545453,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id13_0006.mp4,FF++/test/FF-real
75.0,0.9963361317016541,116.5966176260275,0.88793890706455,0.7882444128147863,0.6111955830093304,0.19353799911249742,0.19541859186321411,15.450643776824023,2.6050690771024447,200.05039342670653,-3.9194004966547094,1416.6666666666665,25.005646831531188,0.6819753539403889,466.6666666666667,31.44789059859081,0.02884800697864563,0.05234497586550716,58.064516129032256,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id13_0011.mp4,FF++/test/FF-real
52.5,4.187995804694252,138.45886790270694,0.8208094350496078,0.7810741056182986,0.6881610189092751,0.32546818858348037,0.3574454797533132,27.692307692307693,4.557509977625986,186.0469387259465,6.637956250454272,1400.0,19.55726451605921,0.9795099870872358,0.0,51.807563816869944,0.03429854768732083,0.10270277005691154,115.38461538461536,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id13_0014.mp4,FF++/test/FF-real
60.0,8.338511892923085,244.7318736623462,0.7027929748222639,0.7568722083656728,0.7871629240620821,0.2531098144358634,0.3582344745138995,11.464968152866241,6.564424813015173,192.2787702283955,1.5122496442671072,2466.666666666667,11.430234903931835,0.8342560369773329,0.0,11.428571428571429,0.09854864787800063,0.19069687652734527,28.57142857142857,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id16_0009.mp4,FF++/test/FF-real
67.5,-1.596856413448723,100.54101114229115,0.8973821411173867,0.7874427037255434,0.6084055153843194,0.15604517564775125,0.11840740137444475,96.0,2.962751458367524,166.55307236872167,2.4224640941588254,2900.0,18.930009877878994,0.8300502088299437,0.0,29.39387691339813,0.034285805161999354,0.022166888137422902,60.0,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id1_0003.mp4,FF++/test/FF-real
90.0,-3.087788125940988,131.11095547141778,0.8899170814688724,0.7688428546051786,0.6102789248306882,0.42111957399893585,0.057247881370188575,31.441048034934497,2.608728079564088,187.64245470110907,-6.596030288523267,0.0,17.483611414585784,0.9057665364585598,0.0,23.067502001585805,0.07046000551197722,0.15241757231712566,59.34065934065934,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id3_0000.mp4,FF++/test/FF-real
60.0,1.9793483200936337,88.36851961851336,0.895381608827151,0.7626919294543808,0.6736880513321561,-0.17098267317738602,0.21267419921802283,87.09677419354838,4.534995691193925,155.8785528631611,-16.65123306774844,3566.6666666666665,18.93020484696288,1.0158996849229232,2066.666666666667,35.74930975953827,0.03343312574522068,0.053662738893678244,72.97297297297297,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id3_0003.mp4,FF++/test/FF-real
60.0,0.6266783304534261,94.54776261482813,0.9140370608790329,0.7493063494676951,0.6179375305779905,-0.02861534328485152,0.21731208006444253,30.0,2.932545798709409,176.64698042728162,2.1964756165389243,5350.0,20.610139395460003,0.8471652563021729,3933.333333333333,45.58655625057867,0.0161948376473274,0.040579424909458636,73.46938775510206,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id4_0002.mp4,FF++/test/FF-real
45.0,2.5177767434303666,102.83205327373261,0.8312294407053384,0.7958579269591947,0.6139943334514214,0.21892037335903058,0.02017510512091857,48.64864864864865,4.906131552857953,184.28794503196525,1.7992415707461633,1500.0,9.540313384050139,1.168531476833089,2900.0,23.853894115276233,0.02252779678595555,0.04963627241391853,40.90909090909092,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id4_0003.mp4,FF++/test/FF-real
127.5,-1.7062060666520273,116.91295502746664,0.8506158139716662,0.79153674091032,0.6737109628159283,-0.515159826259007,0.64274853450695,33.54037267080745,3.3902518142764326,173.28471482269285,1.5582862975982645,1016.6666666666667,16.472841072854354,1.0063975085114274,466.6666666666667,35.57562367689427,0.036026009307467466,0.04844291965325961,84.375,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id6_0001.mp4,FF++/test/FF-real
75.0,5.876348368497208,144.02704279594946,0.792597402345327,0.7856848929229873,0.7401871922581604,0.06041868900496716,0.2848078719338979,8.695652173913047,5.402344302665589,262.204826121112,7.524815310750503,3016.6666666666665,18.347241956231713,0.8458154314146158,1666.6666666666667,16.228875412513478,0.04900066087666328,0.11502926594832918,21.686746987951807,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id7_0007.mp4,FF++/test/FF-real
52.5,4.864073715340897,140.85009873954934,0.8542909257831314,0.7567692435470543,0.6672063185017123,0.2805230418164226,0.38676020329443045,30.0,4.211066772228146,198.82023469293307,3.5619512217656326,1066.6666666666667,18.01387689510542,0.8223815367822496,2133.3333333333335,16.24466393710976,0.04041678283767372,0.07227553199560686,31.858407079646028,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id8_0004.mp4,FF++/test/FF-real
67.5,3.6039497736050192,138.98624845488885,0.8790309172150815,0.7718281148033055,0.6801134922133273,0.3063136589366666,0.2636156537775644,19.78021978021978,4.301743299439196,197.37866517392035,1.3674044344471687,2816.666666666667,16.345173395558994,1.1283730602305384,5633.333333333334,46.36809247747853,0.06778850865741753,0.13515326372023787,100.00000000000003,0,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-real\id9_0002.mp4,FF++/test/FF-real
82.5,1.3981268398013817,163.6709945116863,0.858284078268757,0.7632892696213451,0.6849959989372475,0.5547890110424993,0.37458029665343995,7.758620689655174,5.030474344593287,217.43763783724717,52.48235556301027,16.666666666666668,14.474944122402482,1.0629375729061208,0.0,43.92380410560713,0.0435902322486515,0.0909276636745701,97.82608695652173,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id0_id16_0008.mp4,FF++/test/FF-synthesis
60.0,-0.19603604318426404,130.0666495814101,0.8858672620132891,0.7991745123523017,0.6191566869207805,0.4064504225672483,0.5915072392352093,11.320754716981149,3.707476627550124,187.77235127128762,1.0107146947209096,0.0,22.148104333495347,0.7960964513025788,0.0,37.904283318347424,0.029651655005520725,0.036127107206257614,57.14285714285714,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id10_id7_0005.mp4,FF++/test/FF-synthesis
44.72049689440994,3.938251845540795,222.8386512072789,0.75757521080359,0.7652708737520646,0.6622455807728852,0.5640030051864069,0.3619860139438508,22.5,5.840840907823866,255.7374071851388,-7.8897163892353115,66.66666666666667,10.708079403308128,0.7639351316441301,133.33333333333334,11.25,0.005157123833737343,0.002674604700442229,11.25,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id10_id7_0006.mp4,FF++/test/FF-synthesis
82.5,5.494090452118613,179.16128329552333,0.6855090539805819,0.8250222223447885,0.7804079452506507,-0.34017999495709683,0.5505131554439526,23.37662337662337,7.3794004818492365,257.74887915112004,1.4634697676151642,316.66666666666663,22.108135525293978,0.5442274407178302,266.6666666666667,22.081912446534737,0.034446273335526204,0.0728180718185182,29.508196721311478,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id12_id7_0006.mp4,FF++/test/FF-synthesis
52.5,2.683377973197353,158.98113095584648,0.8612875083828075,0.7385162791059476,0.6711136044774362,0.3400895571997923,0.6801166128434517,46.753246753246756,4.688252761440997,217.44178911012284,1.4865303192327002,1166.6666666666667,15.997368340345385,0.9120782674512069,1166.6666666666667,11.80327868852459,0.03966397000290167,0.04178990031577836,29.508196721311478,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id13_id10_0005.mp4,FF++/test/FF-synthesis
52.5,5.340410403783969,135.65066828626098,0.78116322320257,0.7529716278689983,0.7671881425414011,0.4619420101713483,0.5027079918684925,7.5,6.352736535174948,213.67812002656865,1.4911170780754803,0.0,12.777489648358873,1.0353512101818203,0.0,39.30186609056486,0.021195300027249727,0.05939471546195639,88.23529411764704,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id13_id10_0012.mp4,FF++/test/FF-synthesis
52.5,6.443536794012901,195.04480153947082,0.7735117633094211,0.7619632914561795,0.7262669778518409,0.14263404093854315,0.16598259672941829,0.0,5.035717445475372,209.0499183019703,1.2278549938651278,2750.0,12.987864324329063,0.8761553228313953,2466.666666666667,14.696938456699069,0.07665509495928018,0.13515676056693976,30.0,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id16_id1_0003.mp4,FF++/test/FF-synthesis
60.0,8.00964249613794,266.29154700180334,0.7226792066210181,0.746619607510764,0.7816443709723437,0.1503053687897884,0.4870204045861102,11.464968152866248,8.086113665162166,350.40556594730674,1.8607263963210352,4300.0,15.303897864383023,0.9116400161110269,6300.0,13.997084244475301,0.020154713499144508,0.09639700556748643,28.57142857142857,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id16_id3_0009.mp4,FF++/test/FF-synthesis
60.0,2.936015247959782,165.49683969414724,0.7959072006511552,0.7857972327269516,0.7094952996683314,0.3393425898206936,0.10038895282375641,20.930232558139537,5.0602443004612025,258.5070531588409,1.7615817483566132,550.0,15.173793404740874,0.8803163682812019,1066.6666666666667,30.42235771223636,0.02803589435527486,0.05929135293248538,52.173913043478294,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id16_id6_0005.mp4,FF++/test/FF-synthesis
90.0,3.158154385502452,123.3616228444538,0.8463588173445674,0.7511489685791081,0.6890901198286021,-0.009556111698987318,0.4970733854651899,76.05633802816902,4.034396331636133,164.72830300959345,-0.11800633609426248,2200.0,23.069668649617018,0.8958204894035935,3600.0,53.77995237193459,0.02348489282367362,0.05472413933529974,88.73239436619716,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id16_id9_0007.mp4,FF++/test/FF-synthesis
52.5,1.7725748694148287,129.6595318628698,0.8229384464062901,0.7586661486677173,0.6755380103089731,-0.002012189493930394,0.2575028402910546,11.53846153846154,4.228685599501676,188.70173393438182,1.217468488263719,3566.666666666667,14.70303024073672,1.0287596589284853,2366.6666666666665,23.225806451612907,0.04250044384803257,0.09875506703038565,58.06451612903226,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id17_id0_0005.mp4,FF++/test/FF-synthesis
52.5,4.109425608098069,184.331365009323,0.8115868581948041,0.7524589967460109,0.7221099009739927,0.23768156265512447,0.3450616868353609,11.764705882352956,6.606416622575347,236.2195290370373,-0.5474659559676213,2516.666666666667,18.9520200617434,0.5587644869540153,2066.666666666667,44.163824893069474,0.0514822660586413,0.1099666451563049,88.52459016393443,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id17_id16_0004.mp4,FF++/test/FF-synthesis
52.5,6.286644124609522,155.5393577572552,0.7870649421134397,0.7508442426196844,0.6596172109534639,0.17599050259481777,0.392417664678658,36.24161073825504,5.041202896797949,212.53357565776602,1.6384882380480121,4233.333333333333,14.863916086828187,1.1249952817031792,1633.3333333333333,20.168664265674728,0.028116049712955147,0.1015378481724382,36.486486486486484,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id17_id1_0009.mp4,FF++/test/FF-synthesis
112.5,0.4328425350231393,112.52190763676526,0.8426636816108954,0.7740528403622926,0.7080324410918873,0.04980677366606318,0.07350857852827794,0.0,5.191726847158407,219.20291987360278,2.3229435397123,1733.3333333333335,27.665060077489755,0.9422557994670653,2333.3333333333335,24.466904191146394,0.029899734294024618,0.021260806371803637,44.26229508196721,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id17_id2_0003.mp4,FF++/test/FF-synthesis
97.5,2.926232420218369,114.96249070460264,0.7046358471302259,0.7692743096796064,0.7660748570583122,0.5367423580221611,0.47272756012451256,59.21052631578947,7.150053477436389,214.1174578336165,2.5139946433471785,16.666666666666668,19.65723982472,0.8273797413839342,33.333333333333336,28.91201007875226,0.011851342783207047,0.044644652221326235,59.01639344262294,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id17_id3_0000.mp4,FF++/test/FF-synthesis
75.0,5.882459489209254,131.9226336426681,0.7962935480107274,0.7606227838377753,0.7270768972420739,-0.057995896677518186,0.25810162326994873,34.61538461538463,6.222860830818757,245.9960439600037,1.7204174544718456,2900.0,19.839856377989822,0.732603748196302,3233.3333333333335,43.451505136729644,0.030430937527547497,0.1068772096438207,58.06451612903227,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id17_id9_0005.mp4,FF++/test/FF-synthesis
60.0,6.5152136371474665,148.83395122135414,0.7870331138449242,0.7700129605028975,0.7388197408433574,0.41046189528373117,0.056873724308244396,0.0,5.756961022616687,175.17607313161392,-2.061159099031633,1600.0,18.76284437874537,0.7805253790834931,0.0,51.722080183733496,0.049758928211711434,0.15808918825603294,98.63013698630138,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id1_id0_0000.mp4,FF++/test/FF-synthesis
60.0,4.175184314567647,141.84162865339502,0.874791057421421,0.8204518029750705,0.6374549885684843,0.2748006349997957,0.20316920524604465,27.0,3.238481512868831,202.99093430345584,2.189985906285655,1600.0,19.33955140028887,0.9529012292575031,0.0,31.81980515339464,0.038811109552219315,0.10519874578188136,45.0,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id1_id2_0002.mp4,FF++/test/FF-synthesis
67.5,0.612082126605667,204.37352084319573,0.9045271177294281,0.6754875827270318,0.6444715894308914,-0.18021489322818432,-0.07507367853730555,17.061611374407562,3.7985702231121454,300.6223288326112,0.4196856703681224,2316.666666666667,15.972602953467446,1.1758903400466898,1733.3333333333335,17.142857142857153,0.01766475158479792,0.016285421448783356,42.857142857142875,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id1_id4_0005.mp4,FF++/test/FF-synthesis
52.5,4.329580064031132,173.24846504191683,0.8142543996849108,0.8099733386265602,0.74432168034616,-0.09810821951723821,0.21803764663708705,26.213592233009713,5.758330332466637,158.81271702132494,-0.18169638424104637,1933.3333333333335,17.04285677915611,0.7938921370714799,3000.0,47.28437391630296,0.021544650079437788,0.06392265208886987,87.80487804878048,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id1_id4_0009.mp4,FF++/test/FF-synthesis
67.5,2.1513333396593786,141.39979974663672,0.8733020832265741,0.819426479059507,0.6485163398498205,0.21579561879195425,-0.1722785429062852,59.34065934065934,4.3269676148970975,187.07047007978917,4.437584531904946,3866.6666666666665,14.225360446858058,0.8213512761813647,7733.333333333333,42.991879991086094,0.0432687277457736,0.07615068389821407,98.63013698630137,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id1_id9_0000.mp4,FF++/test/FF-synthesis
75.0,-0.32039229158305516,128.62520921049827,0.8651439097157702,0.7559484113141287,0.6477122336835223,0.11951224094236929,0.10193910819531299,75.39267015706807,3.63399906059741,163.72847382884478,4.14288119196763,2750.0,14.846831859245288,1.161738257196006,4000.0,24.15325032754477,0.0248192790555791,0.055445420298279535,47.36842105263158,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id2_id16_0003.mp4,FF++/test/FF-synthesis
52.5,2.5101323856105493,136.66493235111847,0.852900690863967,0.7782232355869415,0.65695330656444,0.10140922967292826,0.2050432808380736,8.490566037735846,4.254639574922062,199.2845087345529,8.689924983646085,3233.3333333333335,17.45085580539477,1.2862779680803993,866.6666666666667,8.470588235294112,0.018439573990166318,0.04533280062009751,21.176470588235283,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id2_id16_0004.mp4,FF++/test/FF-synthesis
67.5,4.398216309971261,148.03493616665276,0.8321329924792091,0.7807812681047382,0.7219759299453967,0.002286759956917281,0.4217981739011314,0.0,5.4447504422982655,219.9558390682019,2.436574705157872,2566.666666666667,14.140104340124314,0.8137297479949417,1566.6666666666667,17.723640253139724,0.04573749505531915,0.042472719125262084,23.684210526315795,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id2_id9_0003.mp4,FF++/test/FF-synthesis
52.5,5.139273922283048,146.20250157833846,0.8003985475449301,0.7247885023926472,0.7059846306623793,0.26317502442637764,-0.12328649328979477,7.5,5.03955097020716,174.8119749267933,1.2143264211135534,3750.0,15.964626168937965,1.1910519755179914,7466.666666666667,22.105241896322656,0.03623127397796916,0.04736249943586479,34.951456310679625,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id2_id9_0008.mp4,FF++/test/FF-synthesis
75.0,0.7433337171337157,131.68625532404604,0.8810602570002143,0.783302285000413,0.6540280383135433,0.04637267211233506,0.5124697604052704,66.31578947368422,3.7740912359386325,195.99529214774049,1.9584333680964465,4016.6666666666665,16.632419126285335,0.6298236962786437,5600.0,29.958419938437277,0.026503878531829967,0.06795025995817003,71.05263157894737,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id3_id16_0001.mp4,FF++/test/FF-synthesis
67.5,4.25671546284119,177.9756674081771,0.8061270386591476,0.7883241873483738,0.7109799812234361,0.3121798198262078,0.4316022473718516,15.0,5.66489438385468,249.1628670247879,1.4675305318453402,33.333333333333336,15.979079744142545,1.0199658881594502,33.333333333333336,17.814470856604927,0.037053900685454444,0.10950690729681248,36.36363636363636,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id3_id17_0004.mp4,FF++/test/FF-synthesis
60.0,5.931134801521657,129.09944487358058,0.824179337566359,0.7503546012775861,0.7153454651134117,0.44338442063342354,0.15790628883202387,33.64485981308412,4.656755430093769,155.89756980442453,2.6166416190944997,1800.0,20.00863076256232,1.393580739807993,3600.0,20.7486189976928,0.03775871219497407,0.08793155354206084,42.352941176470594,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id3_id1_0002.mp4,FF++/test/FF-synthesis
60.0,3.305156305894453,148.0209582512985,0.8852088862641662,0.7399491403344027,0.6527575939810814,0.42851521059665765,0.39821797571774026,22.5,2.917772048063203,206.1113921693135,2.210447941988289,16.666666666666668,18.1386141785978,1.1558928803802047,33.333333333333336,33.722249074529834,0.04014896466474194,0.08698878849994823,54.54545454545455,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id3_id4_0004.mp4,FF++/test/FF-synthesis
52.5,1.3205278727308103,146.94064545925292,0.9134260729415173,0.7235061174215763,0.6224753991186124,0.1410146747015526,0.4978729010803354,63.31658291457287,3.079899210209547,216.5503963128761,1.0974279031765006,1000.0,17.963574842004316,1.009061689988949,1366.6666666666667,26.571426356257067,0.03902179295443563,0.07764121073711436,68.35443037974684,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id3_id6_0005.mp4,FF++/test/FF-synthesis
52.5,4.230629894772501,148.70680978952436,0.8340590102433858,0.7504333957227924,0.6967526931663295,0.28038434590485123,0.2770499541509229,7.860262008733628,5.820286500738533,210.19627851407776,-74.4667131164253,16.666666666666668,17.53057816507734,0.952602560778094,0.0,14.802161090534272,0.020634688775421364,0.06508396277109292,19.78021978021978,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id3_id6_0008.mp4,FF++/test/FF-synthesis
82.5,4.166590393840147,317.34819448550496,0.7410910491513814,0.6536994415457015,0.727466443083356,0.40671394052920384,0.07802080699808898,23.841059602649004,6.888847037193732,278.2596222484583,1.9063197249531945,750.0,21.92553224747521,1.0170612877704657,1500.0,14.696938456699069,0.12716990648570795,0.2901095133204647,30.0,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id4_id1_0006.mp4,FF++/test/FF-synthesis
60.0,2.951460766299019,154.0226403948174,0.8628551371417461,0.776217228428129,0.6817894071888131,0.20508164507215543,-0.023088643550122946,24.434389140271506,3.716624417750063,205.0964670992002,1.9919443727767792,416.6666666666667,17.478881297440452,0.7413127919613892,33.333333333333336,15.30678021862067,0.07235418713003776,0.1066582595126392,20.454545454545453,1,C:\Users\JHASHANK\Desktop\Maj_Proj\FF++\test\FF-synthesis\id4_id2_0003.mp4,FF++/test/FF-synthesis
